name,address
Church On The Hill,"1621 12th AveSeattle, WA 98122"
Bible Study Outreach Ministries,"1445 S Main StSeattle, WA 98144"
Christian Science Church,"900 Thomas StSeattle, WA 98109"
Japanese Congregational Church,"305 17th Ave SSeattle, WA 98144"
The City Church,"2700 1st Ave Ste 101Seattle, WA 98121"
Lighthouse Temple Church of God in Christ,"806 20th AveSeattle, WA 98122"
Church Of God,"200 20th Ave SSeattle, WA 98144"
Christian Science,"16th E Denny WaySeattle, WA 98122"
Etheopian Evangelical Church of Seattle of Ombaseter,"1601 19th AveSeattle, WA 98122"
Jehovah's Witnesses,"812 Davis Pl SSeattle, WA 98144"
Volunteer Park Sda Church,"1300 E Aloha StSeattle, WA 98102"
Seventh-day Adventist Church,"1300 E Aloha StSeattle, WA 98102"
Madison Temple Church Of God,"2239 E Madison StSeattle, WA 98112"
Emmanuel Ethiopian Orthodox Church,"2101 14th Ave SSeattle, WA 98144"
Mosaic Community Church,"24 Roy St # 465Seattle, WA 98109"
Manaway Evangelical Ministries,"417 28th Ave SSeattle, WA 98144"
Jehovah's Witnesses,"2121 S State StSeattle, WA 98144"
Episcopal Church Headquarters,"1551 10th Ave ESeattle, WA 98102"
New Born Pentecostal Temple,"432 26th Ave ESeattle, WA 98112"
Sister Superior,"1104 21st Ave ESeattle, WA 98112"
Shambhala Meditation Center Of Seattle,"3107 E Harrison StSeattle, WA 98112"
Bible Study Outreach Ministries,"3001 21st Ave SSeattle, WA 98144"
Rev Swami Bhaskarananda Rev,"2716 Broadway ESeattle, WA 98102"
Holy Ground Community Church,"3425 Martin Luther King Jr Way SSeattle, WA 98144"
Beacon Hill Church of The Nazarene,"4352 15th Ave SSeattle, WA 98108"
Iglesia Restauracion,"1625 S Columbian WaySeattle, WA 98108"
The Hallows Church,"717 N 36th StSeattle, WA 98103"
Synod Of Alaska-Northwest,"1544 S Snoqualmie StSeattle, WA 98108"
The Church Council Of Greater Seattle,"4 Nickerson St Ste 300Seattle, WA 98109"
Church Of God In Seattle,"4716 Beacon Ave SSeattle, WA 98108"
Church Of Jesus Christ Of Latter Day Saints,"3925 15th Ave NESeattle, WA 98105"
Weyerhaeuser,"4001 9th Ave NESeattle, WA 98105"
Sideris Church,"1610 N 41st StSeattle, WA 98103"
House Of Oaks Ministries,"4103 37th Ave SSeattle, WA 98118"
Christian Science Church,"1700 28th Ave WSeattle, WA 98199"
Quest Ministries,"3223 15th Ave WSeattle, WA 98119"
Lds Seattle Stake Center,"4001 44th Ave SWSeattle, WA 98116"
Elevation 98118 Church,"3515 S Alaska StSeattle, WA 98118"
Metro Church,"4500 39th Ave SWSeattle, WA 98116"
Church Of Christ Southside,"3518 S Edmunds StSeattle, WA 98118"
Apostolic Assembly-The Faith,"5822 17th Ave SSeattle, WA 98108"
Mt Saint Vincent Church,"4831 35th Ave SWSeattle, WA 98126"
Canadian Automated Management,"4721 Whitman Ave NSeattle, WA 98103"
Blessed Sacrament Parish,"4502 20th Ave NESeattle, WA 98105"
Earl Palmer Ministries,"4705 16th Ave NESeattle, WA 98105"
Dominican Fathers,"5050 8th Ave NESeattle, WA 98105"
God Is Able Assembly Of God,"6066 Carleton Ave SSeattle, WA 98108"
Lds Church Seattle North Stake Center,"5701 8th Ave NESeattle, WA 98105"
Community Of Christ,"5555 Phinney Ave NSeattle, WA 98103"
Primm Ame Church,"4455 S Brandon StSeattle, WA 98118"
Jehovah's Witnesses,"5933 39th Ave SSeattle, WA 98118"
Jehovah's Witnesses,"3626 34th Ave WSeattle, WA 98199"
Allen Library,"482 N Allen PlSeattle, WA 98103"
Seventh-day Adventist Church,"6350 E Green Lake Way NSeattle, WA 98103"
Jubilee Christian Center Assembly Of God,"4704 S Mead StSeattle, WA 98118"
Seattle Chinese Assembly Of God,"4205 S Graham StSeattle, WA 98118"
Chai Center Of Greater Seattle,"5556 35th Ave NESeattle, WA 98105"
Seventh-day Adventist Church,"5200 S Orcas StSeattle, WA 98118"
Macedonia Missionary,"7126 Beacon Ave SSeattle, WA 98108"
Potter's House Christian,"1200 SW Holden StSeattle, WA 98106"
Paradise Of Praise COGIC,"1316 SW Holden StSeattle, WA 98106"
Full Gospel Pentecostal Federated Church,"5071 1/2 Delridge Way SWSeattle, WA 98106"
First Slavic Full Gospel Church,"1723 NW 61st StSeattle, WA 98107"
Carrie House Church Of God In Christ,"4820 S Morgan StSeattle, WA 98118"
Seattles Union Gospel Mission,"6930 Martin Luther King Jr Way SSeattle, WA 98118"
Seventh-Day Adventist Church,"2054 NW 61st StSeattle, WA 98107"
Apostolic Faith,"7420 9th Ave NESeattle, WA 98115"
Samoan Congregational Church,"7100 43rd Ave SSeattle, WA 98118"
Vietnamese Presbyterian Good News Church,"6721 51st Ave SSeattle, WA 98118"
Greater Seattle Filipino-Amer,"2620 SW Kenyon StSeattle, WA 98126"
Mars Hill Church West Seattle,"7551 35th Ave SWSeattle, WA 98126"
Community Dinners-Greenwood,"7511 Greenwood Ave NSeattle, WA 98103"
Ballard Church Of The Nazarene,"6541 Jones Ave NWSeattle, WA 98117"
White Center Spanish Adventist,"8611 11th Ave SWSeattle, WA 98106"
Good Shepherd Non-Denomination,"4831 S Garden StSeattle, WA 98118"
Saint John The Evangelist Parish,"121 N 80th StSeattle, WA 98103"
Wormhole,"8852 11th Ave SWSeattle, WA 98106"
Evangelical Chinese Church,"651 NW 81st StSeattle, WA 98117"
Sakya Monastery of Tibetan Buddhism,"108 NW 83rd StSeattle, WA 98117"
Hallows Church,"3420 SW Cloverdale StSeattle, WA 98126"
Indonesian Presbyterian Church,"8008 35th Ave NESeattle, WA 98115"
Unity Church of God In Christ,"8302 Renton Ave SSeattle, WA 98118"
United Evangelical Free Church,"1420 NW 80th StSeattle, WA 98117"
Sanctuary Crc,"8525 Greenwood Ave NSeattle, WA 98103"
Westwood Christian Assembly,"9252 16th Ave SWSeattle, WA 98106"
911 Truth Seattle,"2200 NE 88th StSeattle, WA 98115"
Sonrise Evangelical Free Church,"610 SW Roxbury StSeattle, WA 98106"
The Way Church Of God,"9609 15th Ave SWSeattle, WA 98106"
India Pentecostal Assembly Of Seattle,"1443 S 99th StSeattle, WA 98108"
St Paul Anglican Church,"1040 NE 95th StSeattle, WA 98115"
Maple Leaf Evangelical Church,"1059 NE 96th StSeattle, WA 98115"
Jehovah's Witnesses,"9240 6th Ave NWSeattle, WA 98117"
Harbor Christian Reformed Church,"9204 11th Ave NWSeattle, WA 98117"
Jehovah's Witnesses,"10015 Ashworth Ave NSeattle, WA 98133"
Managing Dynamics,"3506 NE 95th St Apt 206Seattle, WA 98115"
One Life Community Church,"3524 NE 95th StSeattle, WA 98115"
St Nectarios American Orthodox Cathedral,"10300 Ashworth Ave NSeattle, WA 98133"
Kibre Qidusan Medhanealem Ethiopian Orthodox Tewahido Church,"5500 S Roxbury StSeattle, WA 98118"
Bible Believers Baptist Church,"10522 Lake City Way NESeattle, WA 98125"
Kendrick Ministries,"10201 Beacon Ave SSeattle, WA 98178"
Tabernacle of Praise Church Reverend,"10201 Beacon Ave SSeattle, WA 98178"
Two Bridges Church,"11641 1st Ave SSeattle, WA 98168"
International Church Of God,"11452 26th Ave SWSeattle, WA 98146"
Westside Foursquare Church,"11452 26th Ave SWSeattle, WA 98146"
Northgate Preschool and Child Care Center,"12345 8th Ave NESeattle, WA 98125"
Eritrean Kidisti Selassie Orthodox Tewahedo Church,"12327 15th Ave NESeattle, WA 98125"
Abcjc Day Care Center,"12412 Des Moines Memorial DrSeattle, WA 98168"
Aginsky Consulting Group,"12526 Greenwood Ave NSeattle, WA 98133"
Church In The Round,"2212 NE 125th StSeattle, WA 98125"
New Hope International Church,"12508 Lake City Way NE Apt 210Seattle, WA 98125"
Samoan Congregational Christian Church,"12706 4th Ave SSeattle, WA 98168"
North Seattle Church Of The Nazarene,"13130 5th Ave NESeattle, WA 98125"
Seattle Shoreline Stake Center,"102 N 132nd StSeattle, WA 98133"
Pentecostal Covenant Church,"10033 55th Ave SSeattle, WA 98178"
Every Nation Church Seattle,"13751 Lake City Way NE Ste 212Seattle, WA 98125"
Members Church Of God,"11431 Rainier Ave SSeattle, WA 98178"
Holy Temple Evangelistic Center,"12600 Renton Ave SSeattle, WA 98178"
Waterland Church,"Po Box 98641Seattle, WA 98198"
Spirtual Isreal Church & Its Army,"Seattle, WA 98101"
St Joseph Church,"732 18th Ave ESeattle, WA 98112"
Seattle Gospel Center Bookstore,"667 S King StSeattle, WA 98104"
Our Lady Of Mount Virgin Church,"2701 E Cherry StSeattle, WA 98122"
Amor Spiritual Center,"3902 Woodland Park Ave NSeattle, WA 98103"
Our Lady Of Guadalupe Church,"3801 Beacon Ave SSeattle, WA 98108"
Newman Center,"2600 2nd Ave Apt 1206Seattle, WA 98121"
St Bernadette Church,"1902 E Aloha StSeattle, WA 98112"
Union Gospel Mission,"4001 9th Ave NESeattle, WA 98105"
Ababukar Islamic Center,"Seattle, WA 98101"
St Barnabas Anglican Church,"2052 NW 64th StSeattle, WA 98107"
Apostolic Lutheran Church,"7550 Martin Luther King Jr Way SSeattle, WA 98118"
Greater Glory,"2116 E Union StSeattle, WA 98122"
Westside Church,"1531 Bradner Pl SSeattle, WA 98144"
Finnish Lutheran Church,"2340 N 155th StSeattle, WA 98133"
Holly Park Community Church,"6419 Martin Luther King Jr Way SSeattle, WA 98118"
The Church of Jesus Christ of Latter-day Saints,"19555 Fremont Ave NSeattle, WA 98133"
Mount View Presbyterian Church,"2528 Beacon Ave SSeattle, WA 98144"
Berhane Hiwot Eritrean Church,"7758 Earl Ave NWSeattle, WA 98117"
Apostolic Bible Church Of Jesus Christ,"7000 35th Ave SWSeattle, WA 98126"
Congregation Beth Shalom,"8504 13th Ave NWSeattle, WA 98117"
Church at South Seattle - Beit Sar Shalom,"10806 12th Ave SWSeattle, WA 98146"
Northwest Washington Synod,"9656 Waters Ave SSeattle, WA 98118"
Rainier Beach Presbyterian Church,"12412 Des Moines Memorial Dr SSeattle, WA 98168"
Church Of Christ Of Scientist,"4101 University Way NESeattle, WA 98105"
First Covenant Church,"4502 20th Ave NESeattle, WA 98105"
Speakez Nations,"5519 Phinney Ave NSeattle, WA 98103"
Eckankar Greater Seattle Center,"815 1st AveSeattle, WA 98104"
Victorious Life Christian Ctr,"400 E Pike StSeattle, WA 98122"
Northminster Presbyterian Church,"3019 S Angeline StSeattle, WA 98108"
First Ame Housing Corp,"6800 35th Ave NESeattle, WA 98115"
Saint Peters Catholic Church,"4308 S Othello StSeattle, WA 98118"
Blessed Sacrament Church,"10510 Stone Ave NSeattle, WA 98133"
The Church of Jesus Christ of Latter-day Saints,"7727 Mary Ave NWSeattle, WA 98117"
Damascus Childcare Center,"8504 13th Ave NWSeattle, WA 98117"
Wallingford Bible Fellowship,"5350 S Fountain StSeattle, WA 98178"
Northminster Presbyterian Church,"12203 79th Ave SSeattle, WA 98178"
Vietnamese Martyrs Parish,"4515 Rainier Ave SSeattle, WA 98118"
First Ame Housing Corp,"4272 Fremont Ave NSeattle, WA 98103"
Saint Peters Catholic Church,"4201 SW Juneau StSeattle, WA 98136"
Tibbetts United Methodist Church,"2445 NW 57th StSeattle, WA 98107"
Holy Rosary School,"5112 S Kenyon StSeattle, WA 98118"
Holy Rosary Parish,"3601 SW Barton StSeattle, WA 98126"
Blessed Sacrament Church,"9656 Waters Ave SSeattle, WA 98118"
Third Church Of Christ Scientist,"5237 Rainier Ave SSeattle, WA 98118"
Our Lady of Fatima,"3701 Burke Ave NSeattle, WA 98103"
St Thomas Chapel Catholic Church,"9140 California Ave SWSeattle, WA 98136"
Seaview United Methodist Church,"3940 41st Ave SWSeattle, WA 98116"
Vietnamese Lutheran Church Of Seattle,"4101 University Way NESeattle, WA 98105"
St Paul Church,"4142 42nd Ave SWSeattle, WA 98116"
St Luke's Lutheran Church,"5034 University Way NESeattle, WA 98105"
St Bernadette Church,"165 NW 65th StSeattle, WA 98117"
Atonement Lutheran Church,"814 NE 85th StSeattle, WA 98115"
Bryn Mawr United Methodist Church,"8016 S 116th StSeattle, WA 98178"
Communities Bethesda Lutheran,"Po Box 66026Seattle, WA 98166"
The Trinity Church,"400 E Pike StSeattle, WA 98122"
Union Gospel Mission,"1708 E Fir StSeattle, WA 98122"
Church Of Jesus Christ Apostolic,"1808 18th AveSeattle, WA 98122"
Seattle's Union Gospel Mission,"1531 Bradner Pl SSeattle, WA 98144"
Kyo,"3701 7th Ave SSeattle, WA 98134"
Jehovah's Witnesses,"2855 S Alaska PlSeattle, WA 98108"
Jehovah's Witnesses,"2007 S Orcas StSeattle, WA 98108"
Christ Temple,"4504 S Orcas StSeattle, WA 98118"
Christian Science,"4101 University Way NESeattle, WA 98105"
Church of The Living God Renewal,"4515 Rainier Ave SSeattle, WA 98118"
Church Of Jesus Christ Of Lds,"4001 44th Ave SWSeattle, WA 98116"
Tenrikyo High Seattle Church,"2007 S Orcas StSeattle, WA 98108"
Academy Of Universal Truth Inc,"4710 University Way NE Apt 307Seattle, WA 98105"
Christian Science,"1707 NE 50th StSeattle, WA 98105"
Church Of Jesus Christ Of Latter Day Saints,"5701 8th Ave NESeattle, WA 98105"
In-Time Ministries Fellowship,"4504 S Orcas StSeattle, WA 98118"
West Seattle Church-Nazarene,"4201 SW Juneau StSeattle, WA 98136"
Victorious Life Christian Ctr,"4402 S Graham StSeattle, WA 98118"
Sacred Circle International,"2445 NW 57th StSeattle, WA 98107"
Family Center of Seattle,"7000 26th Ave NWSeattle, WA 98117"
Faith Tabernacle World Ministry,"5112 S Kenyon StSeattle, WA 98118"
LDS Seattle Stake Center,"9500 Myers Way SSeattle, WA 98108"
Eckankar Greater Seattle Center,"9044 35th Ave SWSeattle, WA 98126"
Christian Science,"3601 SW Barton StSeattle, WA 98126"
Breath Of Life Seventh Day Adventist Church,"9807 26th Ave SWSeattle, WA 98106"
Calvary Chapel,"3524 NE 95th StSeattle, WA 98115"
Nguon An Binh Corp,"10839 3rd Ave SWSeattle, WA 98146"
Jehovah's Witnesses,"12229 68th Ave SSeattle, WA 98178"
Ababukar Islamic Center,"14101 Tukwila International BlvdSeattle, WA 98168"
Church of Jesus Christ of Latter-Day Saints,"8220 NW 126th PlSeattle, WA 98177"
Shinnyoen USA,"519 S 186th StSeattle, WA 98148"
Highline Seventh-Day Adventist Church,"21650 24th Ave SSeattle, WA 98198"
Oromo Church,"Seattle, WA 98101"
Refugee Resettlement Office,"1610 S King StSeattle, WA 98144"
University Temple United Methodist Church,"1415 NE 43rd StSeattle, WA 98105"
Church In Seattle,"6900 Woodlawn Ave NESeattle, WA 98115"
Community Bible Fellowship,"11227 Renton Ave SSeattle, WA 98178"
Saint Paul Parish,"5600 S Ryan StSeattle, WA 98178"
Lk Retreat Baptist Camp,"200 S 177th PlSeattle, WA 98148"
University Temple United Methodist Church,"1300 E Aloha StSeattle, WA 98102"
Refugee Resettlement Office,"333 19th Ave ESeattle, WA 98112"
Mercer Island United Methodist Church,"7070 SE 24th StMercer Island, WA 98040"
Sacred Heart Church,"12700 SE 32nd StBellevue, WA 98005"
Lake East Christian Church,"4010 120th Ave SEBellevue, WA 98006"
Rose Hill Presbyterian Church,"12600 84th Ave NEKirkland, WA 98034"
Lake Washington Christian Church,"12202 NE 90th StKirkland, WA 98033"
Kirkland Congregational Church,"232 5th Ave SKirkland, WA 98033"
Life Community Church,"308 4th Ave SKirkland, WA 98033"
Newport Presbyterian Church,"8398 NE 12th StMedina, WA 98039"
Newport Hills Community Church,"1940 124th Ave NEBellevue, WA 98005"
St John's Episcopal Church,"1717 Bellevue Way NEBellevue, WA 98004"
Trinity Reformed Baptist Church,"2101 112th Ave NE Ste 100Bellevue, WA 98004"
First Baptist Church,"275 118th Ave SE Ste 100Bellevue, WA 98005"
Hope Presbyterian Church,"9460 NE 14th StClyde Hill, WA 98004"
Church Of Christ Scientist,"127 State St SKirkland, WA 98033"
St Luke's Lutheran Church,"10420 SE 11th StBellevue, WA 98004"
First United Methodist Church,"2280 78th Ave SEMercer Island, WA 98040"
The Downtown Church,"5833 119th Ave SEBellevue, WA 98006"
Kirkland Seventh Day Adventist,"10936 NE 24th StBellevue, WA 98004"
Pilgrim Lutheran Preschool,"1307 120th Ave NEBellevue, WA 98005"
Lighthouse Christian Church,"106 5th AveKirkland, WA 98033"
Bread Of Life Christian Church In Seattle,"4228 Factoria Blvd SEBellevue, WA 98006"
Bellevue Way Community Church,"12800 SE Coal Creek PkwyBellevue, WA 98006"
All Saint's Episcopal,"1835 Bellevue Way NEBellevue, WA 98004"
Saint Margaret's Episcopal Church,"1331 118th Ave SE Ste 150Bellevue, WA 98005"
Mercer Island Covenant Church,"343 15th AveKirkland, WA 98033"
Lake Washington Christian Church,"10431 SE 11th StBellevue, WA 98004"
Newport Covenant Church,"701 1st St SKirkland, WA 98033"
Church Of Christ Scientist,"295 Winslow Way EBainbridge Island, WA 98110"
Mercer Island Covenant Church,"3200 78th Ave SEMercer Island, WA 98040"
Grace Lutheran Church,"9625 NE 8th StBellevue, WA 98004"
Sisters Of Saint Jospeh,"1633 Killarney WayBellevue, WA 98004"
St Luke's Lutheran Church,"3030 Bellevue Way NEBellevue, WA 98004"
Bellevue Christian Church,"10808 SE 28th StBellevue, WA 98004"
First United Methodist Church,"1934 108th Ave NEBellevue, WA 98004"
Lake Washington Christian Church,"308 4th Ave SKirkland, WA 98033"
Lake East Christian Church,"5241 116th Ave NEKirkland, WA 98033"
Summit View Community Church,"1810 116th Ave NEBellevue, WA 98004"
The Downtown Church,"845 106th Ave NE Ste 206Bellevue, WA 98004"
Furbush Dorothy Ranns Cs,"320 108th Ave NEBellevue, WA 98004"
New Hope Intl Church,"9170 SE 64th StMercer Island, WA 98040"
Kirkland Seventh Day Adventist,"6400 108th Ave NEKirkland, WA 98033"
Cedars Unitarian Universalist Church,"571 Ericksen Ave NEBainbridge Island, WA 98110"
Emmanuel Day School,"4400 86th Ave SEMercer Island, WA 98040"
St Monica Parish,"4301 88th Ave SEMercer Island, WA 98040"
First Congregational Church,"11061 NE 2nd StBellevue, WA 98004"
Bellevue Korean Church,"3105 125th Ave SEBellevue, WA 98005"
Eastside Christian Fellowship,"127 10th St S Ste 600Kirkland, WA 98033"
The Church of Jesus Christ of Latter-day Saints,"4200 124th Ave SEBellevue, WA 98006"
Doxa Church,"620 106th Ave NEBellevue, WA 98004"
Church Of Christ Iglesia Ni Crst,"12708 Northup WayBellevue, WA 98005"
Korean Pilgrim Presbyterian Church,"6016 120th Ave SEBellevue, WA 98006"
Korean Antioch Presbyterian,"4242 Jones Ave NERenton, WA 98056"
Cornerstone Christian Fellowship,"11111 NE 8th StBellevue, WA 98004"
Salt House Church,"11920 NE 80th StKirkland, WA 98033"
Christian Science Church,"801 Lake Washington Blvd NEMedina, WA 98039"
Church of Jesus Christ of Latter-Day Saints,"7720 12th AveKirkland, WA 98033"
Christian Episcopal Church,"1006 91st Ave NEBellevue, WA 98004"
Elving Dwight E Rev,"9105 Fortuna DrMercer Island, WA 98040"
Fergin James a Rev,"9316 SE 36th StMercer Island, WA 98040"
Christian Science,"8685 SE 47th StMercer Island, WA 98040"
Congregation Shevet Achim,"5017 90th Ave SEMercer Island, WA 98040"
Holy Virgin Russian Orthodox Church Of The Kursk Root Icon,"121 107th Ave NEBellevue, WA 98004"
Washington Seattle Mission,"10675 SE 20th StBellevue, WA 98004"
Genealogical Library Bellevue Wash Branch,"10675 NE 20th StBellevue, WA 98004"
Consolidar,"9015 SE 59th StMercer Island, WA 98040"
Church Of Cosmetology,"1250 111th Ave NEBellevue, WA 98004"
Seattle Lamp Presbyterian Church,"11408 NE 2nd PlBellevue, WA 98004"
Elevation Church,"5520 108th Ave NEKirkland, WA 98033"
Catholic Study Fellowship,"11719 90th Ave NEKirkland, WA 98034"
Island Church,"470 Ericksen Ave NEBainbridge Island, WA 98110"
Congregational Church UCC,"4545 Island Crest WayMercer Island, WA 98040"
Holy Trinity Lutheran Church,"8501 SE 40th StMercer Island, WA 98040"
Redeemer Lutheran Church,"6001 Island Crest WayMercer Island, WA 98040"
Bellevue Church of Christ,"10419 SE 11th StBellevue, WA 98004"
St Monica Catholic Church,"4311 88th Ave SEMercer Island, WA 98040"
Kennydale United Methodist Church,"3005 Park Ave NRenton, WA 98056"
First Church-Christ Scientist,"801 Lake Washington Blvd NEBellevue, WA 98004"
Church Of Jesus Christ Of Latter Day Saints,"4001 Island Crest WayMercer Island, WA 98040"
Oleson Diane,"8600 SE 36th StMercer Island, WA 98040"
Sacret Heart Church,"9442 NE 14th StClyde Hill, WA 98004"
Covenant North Pacific Conference,"9311 SE 36th St Ste 208Mercer Island, WA 98040"
Herzl-Ner Tamid Conservative Congregation,"3700 E Mercer WayMercer Island, WA 98040"
The Church of Jesus Christ of Latter-Day Saints,"10675 NE 20th StBellevue, WA 98004"
Kirkland Church of The Nazarene,"232 5th AveKirkland, WA 98033"
Destiny Worldwide,"127 10th St S Ste 100Kirkland, WA 98033"
Church of Jesus Christ of Latter-Day Saints,"17222 NE 43rd StKirkland, WA 98033"
Congregation Kol Shalom,"Bainbridge Island 98110Bainbridge Island, WA 98110"
Beit Messiah Messianic Congregation,"7820 SE 24th StMercer Island, WA 98040"
Kirkland Church Of Christ,"10421 NE 140th StKirkland, WA 98034"
Juanita Community Church,"10007 NE 132nd StKirkland, WA 98034"
Holy Spirit Lutheran Church,"10021 NE 124th StKirkland, WA 98034"
Cedar Ridge Church,"11411 SE 164th StRenton, WA 98055"
All Saints Lutheran Church,"5501 148th Ave NEBellevue, WA 98007"
Center For Couples & Family Healing,"11417 124th Ave NEKirkland, WA 98033"
Church of Jesus Christ of Latter-Day Saints,"8220 126th Pl SENewcastle, WA 98056"
Armenian Apostolic Church Of Seattle,"12227 NE 105th StKirkland, WA 98033"
Rolling Bay Presbyterian Church,"11042 Sunrise Dr NEBainbridge Island, WA 98110"
Christ Church of Kirkland,"11725 NE 118th StKirkland, WA 98034"
St Matthew's Lutheran Church,"1700 Edmonds Ave NERenton, WA 98056"
Christian Congregation In The USA,"11935 124th Ave NEKirkland, WA 98034"
Philadelphia Church of Assembly of God,"12700 NE 124th St Ste 203Kirkland, WA 98034"
Ismaili Cultural Center,"12025 115th avenue,Northeast BuildingKirkland, WA 98034"
