name,address,lon,lat
True Church of Christ Devine,"1340 S Pulaski RdChicago, IL 60623",-87.7254001,41.8631378
St Nicolai United Church of Christ,"3250 S Pulaski RdChicago, IL 60623",-87.7252269,41.8333995
Kingdom Builders Church,"2250 W Cortez StChicago, IL 60622",-87.68423109999999,41.9006405
Saint Wenceslaus Church,"520 N Albany AveChicago, IL 60612",-87.7042428,41.8910123
Crusaders Church West,"1351 W Evergreen AveChicago, IL 60642",-87.6616638,41.9060156
Ravenswood Fellowship United Methodist Church,"935 E 50th StChicago, IL 60615",-87.6024757,41.8035864
Irving Park United Methodist Church,"4236 W Cermak RdChicago, IL 60623",-87.73122889999999,41.8517525
St Peter's United Methodist Church,"5200 S University AveChicago, IL 60615",-87.5986258,41.8007483
St. Cyril & Methodius Polish Nat'l Catholic Church,"1633 N Cleveland AveChicago, IL 60614",-87.6407717,41.9126387
Casa Misericordia,"5815 S Wentworth AveChicago, IL 60621",-87.630141,41.7884602
Africa Community United Methodist,"3439 W Chicago AveChicago, IL 60651",-87.713009,41.8952274
Epworth United Methodist Church,"6000 S Ashland AveChicago, IL 60636",-87.6646054,41.7848064
Northwest Church Of Christ,"3644 W Chicago AveChicago, IL 60651",-87.7181035,41.8956318
Christian Science Reading Room,"4308 W Madison StChicago, IL 60624",-87.7334465,41.8808807
St Timothy's Church,"1622 W 61st StChicago, IL 60636",-87.66531499999999,41.7832927
St Francis Borgia Rectory,"4700 W Polk StChicago, IL 60644",-87.74269199999999,41.8706716
Elston Avenue United Methodist Church,"1617 N Kedzie AveChicago, IL 60647",-87.7065877,41.910726
Immaculate Conception Church,"4101 W 51st StChicago, IL 60632",-87.72758429999999,41.8000852
Pleasant Valley Baptist Church,"2122 W 63rd StChicago, IL 60636",-87.6772793,41.77946960000001
Good Hope Free Will Baptist Church,"3707 W Grand AveChicago, IL 60651",-87.72035129999999,41.9034392
Albany Baptist Church,"5080 W Harrison StChicago, IL 60644",-87.7525411,41.8732085
Asia Missionary Baptist Church,"1110 W Lill AveChicago, IL 60614",-87.6564561,41.9282462
Chicago Baptist Institute,"2539 N Southport AveChicago, IL 60614",-87.6631221,41.9281105
Legion Of Mary,"2520 N Lakeview AveChicago, IL 60614",-87.6398639,41.9288952
Fellowship Connection Inc,"3909 W North AveChicago, IL 60647",-87.7244516,41.9097356
New Holy Zion Mb Church,"1500 W 69th StChicago, IL 60636",-87.661805,41.768835
Progressive Holy Trinity,"1540 W 69th StChicago, IL 60636",-87.6630644,41.7686813
Temple of Spiritual Truth,"1513 W 69th StChicago, IL 60636",-87.6620818,41.7683827
Christ Outreach Deliverance Center,"1700 N Keystone AveChicago, IL 60639",-87.7278625,41.9118365
Kimball Avenue Evangelical,"5109 W Chicago AveChicago, IL 60651",-87.7535942,41.8947101
Seventh-Day Adventist Church,"5100 W Chicago AveChicago, IL 60651",-87.7533253,41.8952455
Emanuel's Temple Of Love & Faith,"3413 W Medill AveChicago, IL 60647",-87.7122693,41.92359039999999
Elijah's Pantry,"2840 W Logan BlvdChicago, IL 60647",-87.69901689999999,41.9289881
Twelve Gates Missionary Baptist Church,"4843 W Division StChicago, IL 60651",-87.7477108,41.9020735
Institute For Research,"2649 N Francisco AveChicago, IL 60647",-87.6997679,41.9302558
Apostolic Church Of Austin,"5025 W Division StChicago, IL 60651",-87.75192,41.902046
Chicagoland Community Church,"1911 W Barry AveChicago, IL 60657",-87.676402,41.937515
Inspirational Deliverance Center Church of God In Christ,"5148 W Division StChicago, IL 60651",-87.75511929999999,41.902506
Church Of The Spirit,"836 W Aldine AveChicago, IL 60657",-87.6508297,41.9420742
New Philadelphia Penecostal House of Prayer,"647 N Parkside AveChicago, IL 60644",-87.7662627,41.8926481
Saint Mark AME Zion Church,"2651 N Central Park AveChicago, IL 60647",-87.7168576,41.9297885
New Miracle Temple,"5122 W North AveChicago, IL 60639",-87.7536713,41.9098241
Risen Savior Assembly Church,"7358 S Cottage Grove AveChicago, IL 60619",-87.6057163,41.7605432
A Passion For Christ,"5455 W Division StChicago, IL 60651",-87.76309119999999,41.9019081
Nigerian Islamic Assn Of Usa,"6059 S Archer AveChicago, IL 60638",-87.7687129,41.794296
Christ International Outreach Minstry,"2249-51 East 71st StreetChicago, IL 60649",-87.5694078,41.76600029999999
New Apostolic Church,"932 W Sheridan RdChicago, IL 60613",-87.6535081,41.9529513
Igreja Evangelica Assembleia De Deus Ministerio DO Belem,"8110 S Racine AveChicago, IL 60620",-87.653932,41.7464378
Shiloh Evangelical Church,"3753 N Troy StChicago, IL 60618",-87.7063503,41.95010509999999
Crossroads Christian Church,"2625 N Laramie AveChicago, IL 60639",-87.7560556,41.9285489
Benedictines Of Christ The King,"5740 W Grand AveChicago, IL 60639",-87.76978,41.9197073
Progressive Beulah Pentecostal Church,"1434 W Montrose AveChicago, IL 60613",-87.6663006,41.9618056
Templo Bautista de Chicago,"4432 N Malden StChicago, IL 60640",-87.6626982,41.962681
God's House of All Nations,"1301 W 87th StChicago, IL 60620",-87.6561043,41.7357457
Jesus House Chicago For All,"3465 N Cicero AveChicago, IL 60641",-87.7466917,41.9442992
Iglesia Del Pacto Evangelico,"8409 S Stony Island AveChicago, IL 60617",-87.58497109999999,41.7419569
Grace Evangelical Covenant Church,"4332 N Kedzie AveChicago, IL 60618",-87.70856359999999,41.960467
Emmaus Ministries,"4201 N Monticello AveChicago, IL 60618",-87.7188202,41.95759290000001
The Oak Park Church of Religious Science,"4201 N Monticello AveChicago, IL 60618",-87.7188202,41.95759290000001
Hyde Park Ame Church,"4332 N Kedzie AveChicago, IL 60618",-87.70856359999999,41.960467
Holy Trinity Hellenic Orthodox Church,"4201 N Monticello AveChicago, IL 60618",-87.7188202,41.95759290000001
Ravenswood Evan Covenant,"4201 N Monticello AveChicago, IL 60618",-87.7188202,41.95759290000001
Islamic Information,"4736 N Winthrop AveChicago, IL 60640",-87.6579203,41.9683127
St Nicholas Banquet Hall,"6832 W North AveChicago, IL 60707",-87.7961988,41.909231
Elim Romanian Pentecostal Church,"1358 E 87th StChicago, IL 60619",-87.59122819999999,41.73706019999999
Seventh Church Of Christ Scientist,"6041 W Diversey AveChicago, IL 60639",-87.7777382,41.9308847
St Demetrious Church,"4900 N Damen AveChicago, IL 60625",-87.67965,41.9707574
Northwest Church Of God,"4390 N Elston AveChicago, IL 60641",-87.72923469999999,41.9604515
New Wine Assembly,"2701 N Narragansett AveChicago, IL 60639",-87.7852873,41.9294782
Living Witness Learning Day,"4850 N Bernard StChicago, IL 60625",-87.715068,41.9698477
Full Gospel Chicago Church,"5308 N Kenmore AveChicago, IL 60640",-87.656722,41.978428
Illinois Tenrikyo Church,"2727 W Winona StChicago, IL 60625",-87.6969752,41.9743999
St Andrews Greek Orthodox Church,"6333 W Belmont AveChicago, IL 60634",-87.7847109,41.9381045
Romanian Eastern Orthodox Church,"5232 N Western AveChicago, IL 60625",-87.6894298,41.9769993
Saint Thomas Orthodox Chr-India,"4159 N Laramie AveChicago, IL 60641",-87.7569273,41.9568264
Spiritualist Church Of Truth,"5224 N Kedzie AveChicago, IL 60625",-87.7090255,41.97673289999999
Bong-Bool-Sa Buddhist Temple,"5057 N Hamlin AveChicago, IL 60625",-87.7229375,41.973622400000004
Yugoslavian Seventh-day Adventist Church,"5649 N Sheridan RdChicago, IL 60660",-87.6546449,41.9849256
Brynford Bible Church,"4225 N Central AveChicago, IL 60634",-87.766789,41.95761
Logos Missionary Society,"3735 N Narragansett AveChicago, IL 60634",-87.786075,41.9485287
Christ Community Church,"6343 W Cuyler AveChicago, IL 60634",-87.7858479,41.9536522
Sisters Of Notre Dame Saint Rbrt,"5114 N Elston AveChicago, IL 60630",-87.7499125,41.9738526
Sister's Of Our Lady Of Zion,"5608 N Pulaski RdChicago, IL 60646",-87.72868969999999,41.9830432
First Congregational Church,"5700 N Pulaski RdChicago, IL 60646",-87.7287498,41.9845136
Mountain-Fire & Miracles,"5235 N Elston AveChicago, IL 60630",-87.7529922,41.9763469
Felician Services Inc,"743 E 103rd StChicago, IL 60628",-87.6049255,41.7072906
Kollel Ohel Torah,"6036 W Eastwood AveChicago, IL 60630",-87.77840859999999,41.9650871
North Shore Congregation Jehovahs,"6322 N Wayne AveChicago, IL 60660",-87.6644898,41.9970227
Ezras Israel,"5400 N Lawler AveChicago, IL 60630",-87.7537675,41.9802845
Kingdom Builders for Christ,"2020 W Devon AveChicago, IL 60659",-87.6810345,41.9981114
Saint Sophia Ukrainian Orthodox,"3800 W Peterson AveChicago, IL 60659",-87.72475399999999,41.991126
Romanian American Import,"3635 W Devon AveChicago, IL 60659",-87.720725,41.9969308
Ohel Shalom Torah Center,"1250 W Farwell AveChicago, IL 60626",-87.6633918,42.006961
Abundant Life Mission Church,"7001 N California AveChicago, IL 60645",-87.6994789,42.0087318
Christian Fellowship In Christ,"433 E 113th StChicago, IL 60628",-87.611869,41.6888801
Christian Fellowship,"6655 W Higgins AveChicago, IL 60656",-87.7948158,41.9782139
East Side Bible Church,"7200 N Washtenaw AveChicago, IL 60645",-87.69771039999999,42.0123024
Zion Hill M B C Chicago West,"2949 W Touhy AveChicago, IL 60645",-87.7040985,42.0117634
Kedvale New Mount Zion Baptist Church,"7620 N Rogers AveChicago, IL 60626",-87.66741780000001,42.0199788
Joy of Fellowship Baptist Church,"1332 W 95th StChicago, IL 60643",-87.6567685,41.7215056
New Zion City Missionary Baptist Church,"445 W 119th StChicago, IL 60628",-87.6339848,41.6776439
Traveling Zion Primative Baptist Church,"10524 S Avenue NChicago, IL 60617",-87.52816829999999,41.7026683
Impact Ministries,"1255 S Ashland AveChicago, IL 60608",-87.6660969,41.8653476
Gospel Temple Missionary Baptist Church,"1306 S Kedvale AveChicago, IL 60623",-87.72915139999999,41.8641232
Mt Zion First Holy Miracle Baptist Church,"5922 S State StChicago, IL 60621",-87.6258213,41.7866493
New Mount Zion Mb Church,"445 N Lawler AveChicago, IL 60644",-87.75144619999999,41.8892017
Summit Bible Church,"8444 S Racine AveChicago, IL 60620",-87.6537621,41.7400891
Youth Center Church,"8825 S Calumet AveChicago, IL 60619",-87.61568749999999,41.7338759
Deeper Life Bible Church,"1058 W 103rd PlChicago, IL 60643",-87.6499798,41.7061241
Church Abundant Life Bible,"956 W 119th StChicago, IL 60643",-87.6466479,41.6779225
True Macedonia Bible Church,"604 W 119th StChicago, IL 60628",-87.637416,41.6780644
Christ Bible Church,"740 W Garfield BlvdChicago, IL 60609",-87.64404619999999,41.7945818
Transformation Bible Church,"3679 W Grand AveChicago, IL 60651",-87.71938999999999,41.9032404
Christ Bible Church,"5954 S Albany AveChicago, IL 60629",-87.7012349,41.7847306
St James African Methodist Church,"3518 W Cortland StChicago, IL 60647",-87.7142854,41.91579429999999
St Paul's Bible Church,"4909 W Chicago AveChicago, IL 60651",-87.74866650000001,41.8947858
Mayfair Bible Church,"1002 E 75th StChicago, IL 60619",-87.60023799999999,41.7588751
The Womans Missionary Council,"5916 W Rice StChicago, IL 60651",-87.77314319999999,41.89592100000001
New Life Family Worship,"7877 S Coles AveChicago, IL 60649",-87.55001519999999,41.75226199999999
Refuge Bible Church,"9250 S Lafayette AveChicago, IL 60620",-87.6253164,41.7255522
Chinese Puitak School,"1960 W 94th StChicago, IL 60643",-87.6717517,41.7232226
The International Fellowship of Christians and Jews,"4601 N Knox AveChicago, IL 60630",-87.7436149,41.9646817
Church of God In Christ,"11321 S Aberdeen StChicago, IL 60643",-87.6492591,41.68796580000001
Good Shepherd Community Service,"32 E 113th PlChicago, IL 60628",-87.6217617,41.6883259
Greater Deliverance Temple Church Of Christ,"11926 S Parnell AveChicago, IL 60628",-87.6361727,41.6770953
St Richards Parish,"2301 S Wentworth AveChicago, IL 60616",-87.63167159999999,41.850719
Park Manor Christian Church,"30 N La Salle St Ste 4300Chicago, IL 60602",-87.63243299999999,41.8827912
Broadway United Methodist Church,"5258 S Indiana AveChicago, IL 60615",-87.62137299999999,41.798298
New Birth Christian Center,"5700 S Prairie AveChicago, IL 60637",-87.6191248,41.791096
Grace And Faith Christian Church,"6452 S Ashland AveChicago, IL 60636",-87.66440310000002,41.77609229999999
Anointed By Christ Church,"5030 S Kostner AveChicago, IL 60632",-87.73350889999999,41.8015121
Zion Temple Church Of Christ,"600 E 73rd StChicago, IL 60619",-87.6099789,41.7623218
Wesley United Methodist Church,"3338 N Broadway StChicago, IL 60657",-87.644728,41.942868
Pullman Christian Reformed Church,"5335 W Le Moyne StChicago, IL 60651",-87.7599474,41.90731880000001
Community Christian Church,"3400 W 79th StChicago, IL 60652",-87.7074305,41.7499321
Hyde Park Union Church,"8547 S Ashland Ave Ste 1Chicago, IL 60620",-87.6627946,41.73802810000001
Diane Dominguez Ministries,"2517 E 83rd StChicago, IL 60617",-87.5628753,41.7442571
Holy David Missionary Baptist Church,"201 E 95th StChicago, IL 60619",-87.6185222,41.721552
Greater Mt Sinai Missionary Baptist Church,"424 E 103rd StChicago, IL 60628",-87.6128939,41.7076071
New Zion Missionary Baptist Church,"10323 S Ewing AveChicago, IL 60617",-87.5348333,41.7075048
Olivet Baptist Church,"5600 S Woodlawn AveChicago, IL 60637",-87.59680399999999,41.7930239
Bethany Baptist Church,"6043 W Irving Park RdChicago, IL 60634",-87.7783882,41.9527466
Mt Bethlehem Missionary Baptist Church,"731 W 19th PlChicago, IL 60616",-87.6459734,41.855783
Christ Disciples Baptist Church,"1421 W Washburne AveChicago, IL 60608",-87.66237799999999,41.8658114
Zion Grove Baptist Church,"1252 S Wolcott AveChicago, IL 60608",-87.6739963,41.8651381
Freewill Missionary Baptist Church,"3101 S King DrChicago, IL 60616",-87.6167095,41.8381515
Saint Joseph Missionary Baptist,"3532 S Hoyne AveChicago, IL 60609",-87.678108,41.8292
Outreach Missionary Baptist Church,"2625 W Ogden AveChicago, IL 60608",-87.691835,41.8622889
Calvary Temple Baptist Church,"837 S Western Ave Ste AChicago, IL 60612",-87.68577499999999,41.870318
Trinity Tabernacle Baptist Church,"231 E Pershing RdChicago, IL 60653",-87.62037339999999,41.8235983
Love & Faith Missionary Baptist Church,"2651 W Roosevelt RdChicago, IL 60608",-87.6930455,41.8662569
Metropolitan Missionary Baptist Church,"611 E Pershing RdChicago, IL 60653",-87.61206179999999,41.8237174
First Steadfast Baptist Church,"615 E Pershing RdChicago, IL 60653",-87.6119247,41.8237928
Omega Mb Church,"4426 S Princeton AveChicago, IL 60609",-87.6337269,41.8138669
United House Of Prayer For All People,"4501 S Princeton AveChicago, IL 60609",-87.6333296,41.8124182
Saint Matthew Baptist Church,"512 S Washtenaw AveChicago, IL 60612",-87.6939348,41.8743203
Greater Rose Hill Missionary Baptist Church,"2151 W Washington BlvdChicago, IL 60612",-87.6811886,41.8827879
Community Missionary Baptist Church,"467 E Bowen AveChicago, IL 60653",-87.6140676,41.81917929999999
Mount Zion Baptist Church,"4627 S State StChicago, IL 60609",-87.62565649999999,41.8100836
Thompson Hopewell Baptist Church,"4359 S State StChicago, IL 60609",-87.6258107,41.8150553
Centennial M B Church,"4511 S State StChicago, IL 60609",-87.62566079999999,41.81260779999999
Mount Herbon Baptist Church,"3137 W Roosevelt RdChicago, IL 60612",-87.7046763,41.8661483
Mt Eagle Baptist Church,"3348 W 21st StChicago, IL 60623",-87.7097106,41.8537204
Saint John Church Baptist,"56 E 46th StChicago, IL 60653",-87.6238441,41.8112496
Greater Progressive Baptist Church,"3313 W Douglas BlvdChicago, IL 60623",-87.7085922,41.8621718
Stone Temple Baptist Church,"5147 S Dearborn StChicago, IL 60609",-87.6266421,41.8005015
Direct Thy Path M B Church,"824 E 43rd StChicago, IL 60653",-87.6055612,41.8169527
New Eclipse Church,"3447 W Douglas BlvdChicago, IL 60623",-87.712323,41.862132
Kingdom Of God Mb Church,"4559 S Saint Lawrence AveChicago, IL 60653",-87.611194,41.8114539
Revealing Baptist Church,"4821 S Michigan AveChicago, IL 60615",-87.62230029999999,41.8067226
King David Baptist Church,"1625 S Lawndale AveChicago, IL 60623",-87.71728089999999,41.8581292
New Greater St John Community Mb Church,"3622 W Douglas BlvdChicago, IL 60623",-87.7163765,41.8631726
Fairfield Baptist Church,"1449 S Lawndale AveChicago, IL 60623",-87.71746519999999,41.86093839999999
New Saint John Community Baptist Church,"715 W 51st StChicago, IL 60609",-87.64366079999999,41.8014076
Spiritual Rock Missionary Baptist Church,"1818 W 50th StChicago, IL 60609",-87.6705623,41.8032385
Greater King David Baptist Church,"5117 S Racine AveChicago, IL 60609",-87.6547798,41.80091609999999
Greater Shiloh M B Church,"3322 W Gladys AveChicago, IL 60624",-87.709317,41.876448
Summit Bible Church,"3101 W Warren BlvdChicago, IL 60612",-87.70394449999999,41.8816542
Youth Center Church,"1449 W 51st StChicago, IL 60609",-87.6618891,41.8010412
Deeper Life Bible Church,"1308 S Independence BlvdChicago, IL 60623",-87.7204556,41.8639515
Church Abundant Life Bible,"5121 S State StChicago, IL 60609",-87.6253909,41.801252
True Macedonia Bible Church,"2140 S Pulaski RdChicago, IL 60623",-87.7249841,41.8522603
Christ Bible Church,"5338 S Morgan StChicago, IL 60609",-87.65050719999999,41.7967467
Transformation Bible Church,"1543 S Pulaski RdChicago, IL 60623",-87.7245968,41.8594111
Christ Bible Church,"301 N Kedzie AveChicago, IL 60612",-87.7060616,41.8866197
St James African Methodist Church,"3906 W Roosevelt RdChicago, IL 60624",-87.7230368,41.8664554
St Paul's Bible Church,"5403 S Halsted StChicago, IL 60609",-87.6450753,41.7959588
Mayfair Bible Church,"5240 S Damen AveChicago, IL 60609",-87.67477559999999,41.7977104
The Womans Missionary Council,"531 N Kedzie AveChicago, IL 60612",-87.70608089999999,41.8913299
New Life Family Worship,"5246 S Western AveChicago, IL 60609",-87.6844718,41.7979541
Refuge Bible Church,"210 S Hamlin BlvdChicago, IL 60624",-87.7210136,41.8776314
Chinese Puitak School,"726 S Pulaski RdChicago, IL 60624",-87.72559249999999,41.8717119
The International Fellowship of Christians and Jews,"5452 S State StChicago, IL 60609",-87.6260807,41.7949897
Church of God In Christ,"5600 S Green StChicago, IL 60621",-87.646681,41.7923046
Good Shepherd Community Service,"1701 W Garfield BlvdChicago, IL 60636",-87.667216,41.7933795
Greater Deliverance Temple Church Of Christ,"2127 W Crystal StChicago, IL 60622",-87.68094289999999,41.9038557
Park Manor Christian Church,"1318 S Keeler AveChicago, IL 60623",-87.7302478,41.86366
New Birth Christian Center,"639 N Kedzie AveChicago, IL 60612",-87.7062445,41.8930484
Grace And Faith Christian Church,"5533 S Wentworth AveChicago, IL 60621",-87.6301871,41.793191
Anointed By Christ Church,"1725 S Kildare AveChicago, IL 60623",-87.73224499999999,41.8576132
Zion Temple Church Of Christ,"5416 S Calumet AveChicago, IL 60615",-87.6179823,41.7959875
Wesley United Methodist Church,"5638 S Ashland AveChicago, IL 60636",-87.6647337,41.7910388
Pullman Christian Reformed Church,"1400 S Kolin AveChicago, IL 60623",-87.73396029999999,41.8620848
Community Christian Church,"610 N Homan AveChicago, IL 60624",-87.71168399999999,41.892259
Hyde Park Union Church,"4002 W Wilcox StChicago, IL 60624",-87.72586659999999,41.8789452
Diane Dominguez Ministries,"5716 S Ashland AveChicago, IL 60636",-87.66485399999999,41.789845
Holy David Missionary Baptist Church,"1438 S Kostner AveChicago, IL 60623",-87.73501809999999,41.8611554
Greater New St James MB Church,"3245 W Chicago AveChicago, IL 60651",-87.7083711,41.8952709
Silver Cloud Missionary Baptist Church,"1457 S Kenneth AveChicago, IL 60623",-87.7356911,41.8607957
Pleasant Valley Mb Church,"1408 S Kenneth AveChicago, IL 60623",-87.73644139999999,41.8620366
Saint Michael Baptist Church,"1041 W 59th StChicago, IL 60621",-87.651461,41.78667799999999
Mount Ebenezer Baptist Church,"3435 W Chicago AveChicago, IL 60651",-87.71285,41.895286
Mount Sinai Missionary Baptist Church,"4106 W Monroe StChicago, IL 60624",-87.7291898,41.8799834
True Way Of Life Missionary Baptist Church,"3555 W Huron StChicago, IL 60624",-87.7157885,41.89321410000001
Chicago Metropolitan Baptist Association,"1235 W 59th StChicago, IL 60636",-87.65614780000001,41.7866736
Pleasant Green Baptist Church,"3949 W Lake StChicago, IL 60624",-87.7252269,41.8852941
Mountain Top Mb Church,"1356 N Rockwell StChicago, IL 60622",-87.6922599,41.9064402
Moses Temple MB Church,"144 W 59th StChicago, IL 60621",-87.62948569999999,41.7874298
House Of Refuge,"323 N Pulaski RdChicago, IL 60624",-87.7254963,41.8862685
Greater Metropolitan Baptist Church,"5845 S State StChicago, IL 60621",-87.6252164,41.7878621
Greatest Chicago St. Paul Missionary Baptist Church,"5957 S Peoria StChicago, IL 60621",-87.6470583,41.78534459999999
Paradise Baptist Church,"5856 S Wabash AveChicago, IL 60637",-87.62433759999999,41.7876431
New Macedonia Missionary Baptist Church,"1918 W 59th StChicago, IL 60636",-87.67248359999999,41.7868493
Good News Community Baptist Church,"114 E 59th StChicago, IL 60637",-87.6216074,41.7875971
New Bethel Missionary Baptist Church,"4244 W Madison StChicago, IL 60624",-87.7324599,41.8809395
New Start New Beginning Church,"3749 W Huron StChicago, IL 60624",-87.7206095,41.8933432
Three Way Mb Church,"6042 S Ashland AveChicago, IL 60636",-87.6644034,41.7837173
New Rose of Sharon Missionary Baptist Church,"6045 S Ashland AveChicago, IL 60636",-87.6639986,41.783561
Saint Mary's Missionary Baptist Church,"3819 W Chicago AveChicago, IL 60651",-87.7220718,41.8952326
New True Vine MB,"5844 S Rockwell StChicago, IL 60629",-87.68902539999999,41.7870074
Saint John Evangelist MB Church,"1038 W 63rd StChicago, IL 60621",-87.65122199999999,41.779918
Antioch Missionary,"901 N Springfield AveChicago, IL 60651",-87.7233455,41.8973709
Good Hope Baptist Church,"1234 W 63rd StChicago, IL 60636",-87.6563285,41.7797431
New Precious Grove Missionary Baptist Church,"415 W Englewood AveChicago, IL 60621",-87.635809,41.780567
Universal Prayer Tower,"6207 S Damen AveChicago, IL 60636",-87.6736628,41.7807623
Peaceful New Beginnings Missionary Baptist Church,"518 S Cicero AveChicago, IL 60644",-87.74535240000002,41.8734141
Refreshing Spring Missionary Baptist Church,"4540 W Washington BlvdChicago, IL 60624",-87.73945479999999,41.8822932
Covenant Baptist Church,"345 S Cicero AveChicago, IL 60644",-87.7448936,41.8755354
Beautiful Zion Baptist Church,"400 S Cicero AveChicago, IL 60644",-87.7453072,41.874833
Shining Light Missionary Baptist Church,"6207 S Damen AveChicago, IL 60636",-87.6736628,41.7807623
"Peace,Mercy & Charity Church","518 S Cicero AveChicago, IL 60644",-87.74535240000002,41.8734141
River North Baptist Church,"4540 W Washington BlvdChicago, IL 60624",-87.73945479999999,41.8822932
Mt Olive Mb Bapt Church,"345 S Cicero AveChicago, IL 60644",-87.7448936,41.8755354
St Peter Missionary Church,"400 S Cicero AveChicago, IL 60644",-87.7453072,41.874833
First New Bethany Missionary Baptist Church,"4639 W Washington BlvdChicago, IL 60644",-87.74169189999999,41.8815085
Original Greater Rock,"1406 W 64th StChicago, IL 60636",-87.65961580000001,41.7779664
The Way of Christ Missionary Baptist Church,"1950 W 63rd StChicago, IL 60636",-87.6735044,41.7795488
Spiritual Awareness,"4142 W Chicago AveChicago, IL 60651",-87.73026759999999,41.8954362
Zechariah Mbc,"3255 W North AveChicago, IL 60647",-87.70915099999999,41.909818
Capernaum Missionary Baptist Church,"6353 S Marshfield AveChicago, IL 60636",-87.66500990000002,41.77784279999999
Evangelical Spanish Baptist Church,"4158 W Chicago AveChicago, IL 60651",-87.7308249,41.8955022
Vernon Baptist Church,"2125 W 63rd StChicago, IL 60636",-87.6773482,41.7790478
St John Baptist Temple,"4955 W Harrison StChicago, IL 60644",-87.7489087,41.872751
First Mount Calvary Mb Church,"6455 S Marshfield AveChicago, IL 60636",-87.66510629999999,41.7760774
Christ Way Mb Church,"4701 W Lake StChicago, IL 60644",-87.7432212,41.8862171
Lebanon Baptist Church,"4340 W Chicago AveChicago, IL 60651",-87.735152,41.8954949
New Moriah Baptist Church,"6459 S Honore StChicago, IL 60636",-87.6699604,41.77586489999999
New Hope Baptist Church,"3008 W Cortland StChicago, IL 60647",-87.70282809999999,41.9157765
Universal MB Church,"6400 S Champlain AveChicago, IL 60637",-87.6098969,41.7783879
Leclaire Baptist Church,"6154 S Woodlawn AveChicago, IL 60637",-87.5966412,41.7825751
Saint John Mb Church,"6111 S Kenwood AveChicago, IL 60637",-87.59274769999999,41.7838078
New Mount Calvary,"1210 E 62nd StChicago, IL 60637",-87.5958321,41.7826033
Risen Christ Baptist Church,"1501 W Marquette RdChicago, IL 60636",-87.6617735,41.7720282
Christian Faith Baptist Church,"1501 N Harding AveChicago, IL 60651",-87.72488070000001,41.9082709
Restoration M B Church,"4255 W Division StChicago, IL 60651",-87.7333934,41.9024686
One Lord One Faith Mb Church,"539 N Cicero AveChicago, IL 60644",-87.7455305,41.8905961
New Bethany Baptist Church,"4402 S Lavergne AveChicago, IL 60638",-87.74859529999999,41.8128032
Way Of Truth baptist church,"4254 W Division StChicago, IL 60651",-87.7333063,41.9027404
Concord Baptist Church,"1850 W Marquette RdChicago, IL 60636",-87.6708398,41.7722931
God's Way Missionary Baptist Church,"6456 S California AveChicago, IL 60629",-87.6936539,41.7756571
The Christian Temple Baptist Church,"6319 S Kimbark AveChicago, IL 60637",-87.5941416,41.77988089999999
New Light Baptist Church,"716 N Cicero AveChicago, IL 60644",-87.74588229999999,41.8936909
Greater Acquaintance Missionary Baptist Church,"6344 S Kimbark AveChicago, IL 60637",-87.5949133,41.7791979
Burning Bush Missionary Baptist Church,"4740 W Chicago AveChicago, IL 60651",-87.74515339999999,41.895299
Woodlawn Mission Baptist Churc,"6758 S Wabash AveChicago, IL 60637",-87.6234674,41.7711592
Greater Rock of Ages Missionary Baptist Church,"946 W 69th StChicago, IL 60621",-87.6488834,41.7689107
New Gideon Mb Church,"4817 W Chicago AveChicago, IL 60651",-87.74655709999999,41.8947257
Helping Hand Mb Church,"1520 W 69th StChicago, IL 60636",-87.66248999999999,41.768828
The Traveler Rest Missionary Baptist Church,"6735 S South Chicago AveChicago, IL 60637",-87.6140772,41.7722841
New Paradise Mb Church,"538 N Lavergne AveChicago, IL 60644",-87.7509219,41.8905278
St. Paul Baptist Church,"1515 W 69th StChicago, IL 60636",-87.6621569,41.76831
Living Hope Mbc,"6643 S Evans AveChicago, IL 60637",-87.60700279999999,41.7737272
New St Matthew's Mb Church,"6954 S Union AveChicago, IL 60621",-87.6422109,41.7672251
New Memorial Baptist Church,"1759 W 69th StChicago, IL 60636",-87.668599,41.768243
Antioch Baptist Church South,"5530 W Harrison StChicago, IL 60644",-87.76282929999999,41.8730619
Living to Live Again Baptist Church,"6844 S Indiana AveChicago, IL 60637",-87.6205276,41.7697079
Zion Temple Baptist Church,"6953 S Stewart AveChicago, IL 60621",-87.6343675,41.7673316
Gt Mt Carmel Mb Church,"123 E 69th StChicago, IL 60637",-87.62075899999999,41.7690911
First Paradise Missionary Baptist,"7010 S Union AveChicago, IL 60621",-87.6424005,41.7667119
New Friendship Baptist Church,"7023 S Halsted StChicago, IL 60621",-87.6441745,41.7661854
Good Hope Baptist Church,"6736 S Cottage Grove AveChicago, IL 60637",-87.6061599,41.7719937
Mount Nebo Church Baptist,"848 W 71st StChicago, IL 60621",-87.6464891,41.7653922
Tntfg Baptist Church,"7101 S Union AveChicago, IL 60621",-87.6415425,41.7652252
Jerusalem Missionary Baptist Church,"354 W 71st StChicago, IL 60621",-87.6342547,41.7656394
Greater Salem Baptist Church,"2415 W Lithuanian Plaza CtChicago, IL 60629",-87.68409489999999,41.768239
Mt Pilgrim Primitive Baptist Church,"7123 S Halsted StChicago, IL 60621",-87.64404619999999,41.764519
Mercy Seat Missionary Baptist Church,"215 W 71st StChicago, IL 60621",-87.6307077,41.765178
