text,address,place,lon,lat
Calvin Presby Church,"2900 Winchester Pike Columbus, OH 43232",Columbus,-82.912599,39.916117
Shady Lane Presbyterian Church,"4117 E Livingston Ave Columbus, OH 43227",Columbus,-82.885959,39.944411
Church of St Edward,"214 Fairway Blvd Columbus, OH 43213",Columbus,-82.872744,39.97249
Westminster Presbyterian Church,"222 Schoolhouse Ln Columbus, OH 43228",Columbus,-83.1321043,39.9569524
Ambassador Bible Bookstore,"4643 Coleridge Ct Columbus, OH 43232",Columbus,-82.8724245,39.9163569
Bethel Presbyterian Church,"1735 Bethel Rd Columbus, OH 43220",Columbus,-83.0671332,40.063613
Mifflin Presbyterian Church,"123 Granville St Columbus, OH 43230",Columbus,-82.87726579999999,40.0184315
Walnut Creek Presbyterian Church,"600 W Johnstown Rd Columbus, OH 43230",Columbus,-82.89964909999999,40.0140065
Diaconate Office,"197 E Gay St Columbus, OH 43215",Columbus,-82.9954277,39.9639744
Livingston United Methodist Church,"200 E Livingston Ave Columbus, OH 43215",Columbus,-82.9936225,39.9529654
Sacred Heart Church,"893 Hamlet St Columbus, OH 43201",Columbus,-83.0001715,39.9809065
St Francis Of Assisi Parish,"386 Buttles Ave Columbus, OH 43215",Columbus,-83.0140231,39.97783159999999
Triumphant Christian Center,"904 Thomas Ave Columbus, OH 43223",Columbus,-83.02310899999999,39.9505727
Avondale United Methodist Church,"89 Avondale Ave Columbus, OH 43222",Columbus,-83.0269486,39.9572128
New Life United Methodist Church,"25 W 5th Ave Columbus, OH 43201",Columbus,-83.00668100000001,39.986904
The Word Church Of God In Christ Church,"115 Wilson Ave Columbus, OH 43205",Columbus,-82.966512,39.96358
Fourth Avenue Christian Church,"296 W 4th Ave Columbus, OH 43201",Columbus,-83.01326759999999,39.9858481
Franklinton Vineyard Christian Fellowship,"33 Chicago Ave Columbus, OH 43222",Columbus,-83.0347531,39.9588802
Gospel Lighthouse Church,"600 Frebis Ave Columbus, OH 43206",Columbus,-82.9794727,39.9355356
Apostolic Christian Church,"735 E Gates St Columbus, OH 43206",Columbus,-82.976066,39.936571
International Gospel Center,"220 Miller Ave Columbus, OH 43205",Columbus,-82.9601325,39.9621335
Asbury North United Methodist Church,"1586 Clifton Ave Columbus, OH 43203",Columbus,-82.9595061,39.9714117
St Ladislas Church,"277 Reeb Ave Columbus, OH 43207",Columbus,-82.9879125,39.9245829
The Fathers House C L G I,"344 Hosack St Columbus, OH 43207",Columbus,-82.9860441,39.9226522
St Luke's United Methodist,"1150 W 5th Ave Columbus, OH 43212",Columbus,-83.03701869999999,39.9887953
New Life Christian Fellowship,"1005 Hart Rd Columbus, OH 43223",Columbus,-83.0290677,39.923891
Indianola Church Of Christ,"2141 Indianola Ave Columbus, OH 43201",Columbus,-83.00310999999999,40.0067816
St Aloysius Church-Business Office,"35 Midland Ave Columbus, OH 43223",Columbus,-83.0582028,39.9548177
St. Aloysius Parish,"2165 W Broad St Columbus, OH 43223",Columbus,-83.0582096,39.9553467
Freedom Chapel Cccu,"712 Lock Ave Columbus, OH 43207",Columbus,-82.97609,39.915249
Whitethorn Church Of Christ And Christian Union,"868 Whitethorne Ave Columbus, OH 43223",Columbus,-83.053725,39.938282
Hilltop United Methodist Church,"99 S Highland Ave Columbus, OH 43223",Columbus,-83.061061,39.953443
St. Agnes Parish,"2364 W Mound St Columbus, OH 43204",Columbus,-83.06068499999999,39.939825
Our Lady Of Victory Religious Education Dept,"1559 Roxbury Rd Columbus, OH 43212",Columbus,-83.0617183,39.9870139
St Augustine & Gabriel,"1550 E Hudson St Columbus, OH 43211",Columbus,-82.9683439,40.0140894
New Horizons United Methodist Church,"1220 Bethel Rd Columbus, OH 43220",Columbus,-83.052094,40.064304
Christ the King Church,"4001 N Stygler Rd Columbus, OH 43230",Columbus,-82.890664,40.039995
Wesley Church of Hope,"3160 Brice Rd Columbus, OH 43232",Columbus,-82.831514,39.9140609
Living Word Ministries,"5277 E Broad St Columbus, OH 43213",Columbus,-82.8600925,39.9765875
Crossroads United Methodist Church,"3750 Henderson Rd Columbus, OH 43220",Columbus,-83.0923004,40.0613696
Immaculate Conception Retirement Community,"5200 Riverside Dr Columbus, OH 43220",Columbus,-83.0999207,40.0589441
Immaculate Conception Church,"5600 Karl Rd Columbus, OH 43229",Columbus,-82.9748954,40.08162069999999
Parkview United Methodist Church,"5081 Carbondale Dr Columbus, OH 43232",Columbus,-82.8561957,39.9262798
Westhill Church Of Christ,"6176 Sharon Woods Blvd Columbus, OH 43229",Columbus,-82.96705469999999,40.09374330000001
St James The Less School,"6600 Busch Blvd Columbus, OH 43229",Columbus,-82.9925729,40.0995439
First Church Of Christ Apostolic Way,"300 S 2nd St Columbus, OH 43215",Columbus,-83.0025493,39.9553834
St Margaret Of Cortona Church,"1107 E Mound St Columbus, OH 43205",Columbus,-82.96943999999999,39.95634
Kingdom Christian Center,"820 Lilley Ave Columbus, OH 43205",Columbus,-82.9576752,39.9499865
Advent Church Ucc,"730 Collingwood Ave Columbus, OH 43213",Columbus,-82.8997553,39.9576977
Calvary Christian Fellowship,"1761 Bairsford Dr Columbus, OH 43232",Columbus,-82.8444151,39.9419253
Whitehall Church Of Christ,"530 Mcnaughten Rd Columbus, OH 43213",Columbus,-82.8365041,39.9689006
Christian Assembly,"2480 W Dublin Granville Rd Columbus, OH 43235",Columbus,-83.05613009999999,40.09100979999999
St Andrew Church,"59 E Mound St Columbus, OH 43215",Columbus,-82.9974008,39.9546314
Saint Stephen The Martyr,"30 Spruce St Columbus, OH 43215",Columbus,-83.0035297,39.972488
Holy Spirit Catholic Church,"2840 Lockbourne Rd Columbus, OH 43207",Columbus,-82.96607589999999,39.9063987
Eastview United Methodist Church,"492 Williams Rd Columbus, OH 43207",Columbus,-82.982832,39.8916291
Third Episcopal District Of Ame Church,"3330 El Paso Dr Columbus, OH 43204",Columbus,-83.0941373,39.97551070000001
Reese Chapel Church Of Christ In Christian Union,"739 S Yearling Rd Columbus, OH 43213",Columbus,-82.8866393,39.9594179
St Andrew United Methodist Church,"2600 Old Courtright Rd Columbus, OH 43232",Columbus,-82.8935418,39.9194556
New Millennium Church Of Christ,"4150 Kimberly Pkwy N Columbus, OH 43232",Columbus,-82.88547,39.92680379999999
Grace United Church Of Christ,"4001 N Stygler Rd Columbus, OH 43230",Columbus,-82.890664,40.039995
Bethel United Methodist Church,"3233 Benham Ct Columbus, OH 43232",Columbus,-82.8636207,39.9106198
Church Of Christ In Christian,"1340 Community Park Dr Columbus, OH 43229",Columbus,-82.9540416,40.1010078
Cherry Creek Church Of Christ,"9000 Antares Ave Columbus, OH 43240",Columbus,-82.99597349999999,40.1467734
Brice United Methodist Church,"6077 Sharon Woods Blvd Columbus, OH 43229",Columbus,-82.97258560000002,40.0919583
Catholic Diocese Of Columbus,"5277 E Broad St Columbus, OH 43213",Columbus,-82.8600925,39.9765875
Victorious Life Christian Center,"1875 Tamarack Cir N Columbus, OH 43229",Columbus,-82.9677559,40.0767244
First Alliance Church,"3750 Henderson Rd Columbus, OH 43220",Columbus,-83.0923004,40.0613696
Praise The Lord Fellowship,"2086 Teakwood Dr Columbus, OH 43229",Columbus,-82.96156069999999,40.0790373
Northwest United Methodist Church,"5200 Riverside Dr Columbus, OH 43220",Columbus,-83.0999207,40.0589441
Gethsemane United Methodist Church,"5081 Carbondale Dr Columbus, OH 43232",Columbus,-82.8561957,39.9262798
St Elizabeth Church,"1682 Lynnhurst Rd Columbus, OH 43229",Columbus,-82.9729426,40.0908048
Saint Matthew Catholic Church Religious Youth Mini,"801 Havens Corners Rd Columbus, OH 43230",Columbus,-82.8531849,40.0175542
Laurel Canyon Church Of Christ,"409 Mcnaughten Rd Columbus, OH 43213",Columbus,-82.8377666,39.9716926
St John Chrysostom Church,"5858 Cleveland Ave Columbus, OH 43231",Columbus,-82.9498653,40.0898095
Church Of The Good Shepherd United Methodist,"6176 Sharon Woods Blvd Columbus, OH 43229",Columbus,-82.96705469999999,40.09374330000001
International Christian Center,"6600 Busch Blvd Columbus, OH 43229",Columbus,-82.9925729,40.0995439
Korean Church Of Columbus,"2825 Snouffer Rd Columbus, OH 43235",Columbus,-83.06520669999999,40.1033222
Lutheran Social-Fresh Box,"125 E Broad St Columbus, OH 43215",Columbus,-82.9974008,39.962377
Southern Ohio Synod Elca,"300 S 2nd St Columbus, OH 43215",Columbus,-83.0025493,39.9553834
Columbus First Free Will Baptist,"49 E 3rd Ave Columbus, OH 43201",Columbus,-83.0032779,39.9835687
New Zion Baptist Church,"1107 E Mound St Columbus, OH 43205",Columbus,-82.96943999999999,39.95634
Emmanuel Lutheran Church,"80 E Markison Ave Columbus, OH 43207",Columbus,-82.99409399999999,39.9315252
Hope Lutheran Church ELCA,"820 Lilley Ave Columbus, OH 43205",Columbus,-82.9576752,39.9499865
Southwest Freewill Baptist Church,"1542 Greenleaf Rd Columbus, OH 43223",Columbus,-83.0437312,39.9238736
Peace Baptist Church,"1900 Argyle Dr Columbus, OH 43219",Columbus,-82.9573392,40.0043254
Hilltop Lutheran Church,"12 S Terrace Ave Columbus, OH 43204",Columbus,-83.06646479999999,39.9550331
The Church Of The Living God,"122 S Terrace Ave Columbus, OH 43204",Columbus,-83.0661922,39.9527206
Holy Trinity Lutheran Church,"2001 Northwest Blvd Columbus, OH 43212",Columbus,-83.05219199999999,39.997779
Good Shepherd Lutheran Church,"211 N Merkle Rd Columbus, OH 43209",Columbus,-82.9244193,39.9754442
Hilock Fellowship Church,"3201 U Ave Columbus, OH 43207",Columbus,-82.97241819999999,39.8968988
Grace Of God Lutheran Church,"1000 Demorest Rd Columbus, OH 43204",Columbus,-83.0898059,39.9336371
Faith Lutheran Church Elca,"730 Collingwood Ave Columbus, OH 43213",Columbus,-82.8997553,39.9576977
Advent Evangelical Lutheran Church,"3660 Kenny Rd Columbus, OH 43220",Columbus,-83.05034979999999,40.0331549
Zion Lutheran Church,"1080 Obetz Rd Columbus, OH 43207",Columbus,-82.975436,39.878169
Atonement Lutheran Church and Preschool,"1621 Francisco Rd Columbus, OH 43220",Columbus,-83.06310979999999,40.0572108
Concordia Lutheran Church,"225 Schoolhouse Ln Columbus, OH 43228",Columbus,-83.1332778,39.9570166
W ELS Lutheran Churches Wisconsin Evangelical Lutheran Synod,"4925 Sunbury Rd Columbus, OH 43230",Columbus,-82.9168632,40.0627585
St James Lutheran Church-Missouri Synod,"5660 Trabue Rd Columbus, OH 43228",Columbus,-83.1491035,39.9807004
Oromo Lutheran Church,"1761 Bairsford Dr Columbus, OH 43232",Columbus,-82.8444151,39.9419253
St Luke Lutheran Church,"4456 Morse Rd Columbus, OH 43230",Columbus,-82.8732319,40.05687450000001
Prince Of Peace Lutheran Church,"530 Mcnaughten Rd Columbus, OH 43213",Columbus,-82.8365041,39.9689006
Lord Of Life Lutheran Church,"2480 W Dublin Granville Rd Columbus, OH 43235",Columbus,-83.05613009999999,40.09100979999999
Messiah Lutheran Luther Haus Church,"160 Outerbelt St Columbus, OH 43213",Columbus,-82.8303598,39.9840832
Fellowship Luth Church Elca,"7350 Sawmill Rd Columbus, OH 43235",Columbus,-83.0893583,40.115123
Upper Arlington Lutheran Church," Columbus, OH 43220",Columbus,-83.0683519,40.05062789999999
Church Of Scientology Of Central Ohio,"30 N High St Columbus, OH 43215",Columbus,-83.0003184,39.9630524
Tribunal,"197 E Gay St Columbus, OH 43215",Columbus,-82.9954277,39.9639744
Stfrancis Sisters,"300 E Rich St Columbus, OH 43215",Columbus,-82.9911874,39.9587273
Cathedral Greek Orthodox,"30 Spruce St Columbus, OH 43215",Columbus,-83.0035297,39.972488
Ethiopian Orthodox Tewahedo Church Debre Medhanit Medhane Alem Cathedral,"610 Neil Ave Columbus, OH 43215",Columbus,-83.0101785,39.9740579
Buddhist Center,"231 S Grubb St Columbus, OH 43215",Columbus,-83.01706589999999,39.9552398
Church of God Mts Assembly,"813 Parsons Ave Columbus, OH 43206",Columbus,-82.98297889999999,39.94711
Debre Selam Kidus gabriel,"1049 E Broad St Columbus, OH 43205",Columbus,-82.9727116,39.9650186
Faith Mission United Holy Church,"246 N 20th St Columbus, OH 43203",Columbus,-82.9731946,39.9706312
Calhoun Temple Church,"1197 E Long St Columbus, OH 43203",Columbus,-82.9693308,39.9684008
Church Of God & Saints-Christ,"1265 Hildreth Ave Columbus, OH 43203",Columbus,-82.96853290000001,39.9736612
Gospel Tabernacle Food Pantry,"1290 Mount Vernon Ave Columbus, OH 43203",Columbus,-82.9676509,39.973448
Acts Of Faith Cmnty Crusade,"1209 Cleveland Ave Columbus, OH 43201",Columbus,-82.9865104,39.9893358
Praise Deliverance Ministries,"1447 E Main St Columbus, OH 43205",Columbus,-82.9605466,39.9575501
House Of God New Covenant Church,"1018 Shoemaker Ave Columbus, OH 43201",Columbus,-82.977856,39.9877565
Union Gospel Mission Church,"199 E Welch Ave Columbus, OH 43207",Columbus,-82.99028469999999,39.9300593
Faith Tabernacle Full Gospel,"1653 Parsons Ave Columbus, OH 43207",Columbus,-82.9843226,39.9295386
Universal Life Church,"152 N Guilford Ave Columbus, OH 43222",Columbus,-83.0402387,39.9606773
Krishna House,"379 W 8th Ave Columbus, OH 43201",Columbus,-83.0169399,39.9920756
Little Rock Church Of Christ,"857 Frebis Ave Columbus, OH 43206",Columbus,-82.972264,39.934479
Jesus People Evangelistic Center,"1446 E Livingston Ave Columbus, OH 43205",Columbus,-82.95901789999999,39.9493326
Masjid Al-Islam Of Columbus,"1677 Oak St Columbus, OH 43205",Columbus,-82.9551931,39.96213669999999
New Joy Gospel Singers,"1655 Mooberry St Columbus, OH 43205",Columbus,-82.9542517,39.952713
Bethlehem Temple Apostolic Holiness Church,"1725 E Main St Columbus, OH 43205",Columbus,-82.9531384,39.9572168
Pentacostal Church of God,"1681 E Livingston Ave Columbus, OH 43205",Columbus,-82.9527394,39.9485882
Columbus Community Of Charity,"392 Rhoads Ave Columbus, OH 43205",Columbus,-82.9492032,39.9596981
Christian Science Second Church,"1118 King Ave Columbus, OH 43212",Columbus,-83.036721,39.991575
East 18th Avenue Prayer Mission,"1356 E 18th Ave Columbus, OH 43211",Columbus,-82.97130469999999,40.0013243
East,"1356 E 18th Ave Columbus, OH 43211",Columbus,-82.97130469999999,40.0013243
Brown Road Community Church,"1553 Brown Rd Columbus, OH 43223",Columbus,-83.0384462,39.9243172
Brown Road Fellowship Hall,"1595 Brown Rd Columbus, OH 43223",Columbus,-83.040409,39.924308
Church Of Jesus Christ Of Latter Day Saints,"19 Clarendon Ave Columbus, OH 43223",Columbus,-83.0593154,39.9551285
Hilltop Church Of God,"635 Whitethorne Ave Columbus, OH 43223",Columbus,-83.0556314,39.9425971
Bethel AME Church,"2021 Cleveland Ave Columbus, OH 43211",Columbus,-82.9714307,40.0078746
First United Brethren Church,"496 S Wheatland Ave Columbus, OH 43204",Columbus,-83.06084609999999,39.9451169
Greater St Paul Church,"1602 Woodland Ave Columbus, OH 43219",Columbus,-82.9540626,40.0005356
Word At Work Ministries,"931 E Hudson St Columbus, OH 43211",Columbus,-82.9853093,40.0142411
Church Of God Of Prophecy,"1466 Frank Rd Columbus, OH 43223",Columbus,-83.04129800000001,39.9178143
Greater Grace Temple Apostolic,"1255 Faber Ave Columbus, OH 43207",Columbus,-82.96193869999999,39.908485
Bethel Temple,"2840 Lockbourne Rd Columbus, OH 43207",Columbus,-82.96607589999999,39.9063987
Apostolic Christian Church,"650 S Warren Ave Columbus, OH 43204",Columbus,-83.069801,39.941778
Living Faith Apostolic Church,"2177 Mock Rd Columbus, OH 43219",Columbus,-82.9504078,40.0110441
Judah Tabernacle,"3176 S High St Columbus, OH 43207",Columbus,-82.9931,39.896246
New Tabernacle Chr-CHRIST II,"2328 Parkwood Ave Columbus, OH 43211",Columbus,-82.956058,40.0155961
Community Church Of God,"1659 Dewberry Rd Columbus, OH 43207",Columbus,-82.9507859,39.9093851
New Life Apostolic Church,"2559 Mock Rd Columbus, OH 43219",Columbus,-82.9412069,40.0106828
Gaiters James Elder,"1743 E Lakeview Ave Columbus, OH 43224",Columbus,-82.96536189999999,40.0253549
R Ccg Abundant Live Chapel,"2782 Westerville Rd Columbus, OH 43224",Columbus,-82.961815,40.02441899999999
Wesleyan Bible Holiness Church,"782 Williams Rd Columbus, OH 43207",Columbus,-82.97467,39.891153
Columbus Mennonite Church,"35 Oakland Park Ave Columbus, OH 43214",Columbus,-83.0150723,40.0326721
St Stevan of Dechani Serbian Orthodox Church,"1840 N Cassady Ave Columbus, OH 43219",Columbus,-82.92900000000002,40.0081628
Christ Memorial Baptist Church,"3330 E Livingston Ave Columbus, OH 43227",Columbus,-82.90750129999999,39.9470842
Alrahma Mosque,"2205 Albert Ave Columbus, OH 43224",Columbus,-82.9554069,40.0300533
Arsenal,"3105 Westerville Rd Columbus, OH 43224",Columbus,-82.9574512,40.0316294
All Nations Church,"3330 El Paso Dr Columbus, OH 43204",Columbus,-83.0941373,39.97551070000001
Unity Christian Fellowship,"1159 Demorest Rd Columbus, OH 43204",Columbus,-83.0907644,39.9298768
Christian Science Reading Room,"3040 Asbury Dr Columbus, OH 43221",Columbus,-83.0756456,40.0168641
Cooke Rd Church of The Nazarene,"1375 E Cooke Rd Columbus, OH 43224",Columbus,-82.979049,40.045853
Redeemer's On Courtright,"1850 Courtright Rd Columbus, OH 43227",Columbus,-82.8968005,39.9350826
Bible Community Church,"3880 Clime Rd Columbus, OH 43228",Columbus,-83.09958639999999,39.9300906
Mount Carmel Worship Center,"2182 Courtright Rd Columbus, OH 43232",Columbus,-82.89809050000001,39.9280568
Apostolic Church Of Faith,"3667 Georgia Ave Columbus, OH 43219",Columbus,-82.9110534,40.013487
Whitehall Christian Childcare,"739 S Yearling Rd Columbus, OH 43213",Columbus,-82.8866393,39.9594179
Grace and Truth Church of Jesus Christ,"2650 Courtright Rd Columbus, OH 43232",Columbus,-82.8966873,39.9196647
Worship Center Of Central Ohio,"2600 Old Courtright Rd Columbus, OH 43232",Columbus,-82.8935418,39.9194556
Church Of God Of Franklin County,"4150 Kimberly Pkwy N Columbus, OH 43232",Columbus,-82.88547,39.92680379999999
Pool Of Bethesda Church,"2600 Mccutcheon Rd Columbus, OH 43219",Columbus,-82.9167049,40.034512
Family History Center,"3880 Gateway Blvd Columbus, OH 43228",Columbus,-83.113976,39.993771
"The Church of Jesue Christ of Latter-Day Saints, Hayden Run Ward","3880 Gateway Blvd Columbus, OH 43228",Columbus,-83.113976,39.993771
Dominion Faith Ministries International,"1100 Morse Rd Ste 101 Columbus, OH 43229",Columbus,-82.99001179999999,40.0619746
God's Grace Church,"175 Fairway Blvd Columbus, OH 43213",Columbus,-82.8739949,39.971019
Support Ministries Church,"2242 S Hamilton Rd Columbus, OH 43232",Columbus,-82.87922379999999,39.92903889999999
North Congregational UCC,"2040 Henderson Rd Columbus, OH 43220",Columbus,-83.0730961,40.0569232
Ashland,"1635 Holt Rd Columbus, OH 43228",Columbus,-83.122615,39.9188942
Covenant Evangelical,"4001 N Stygler Rd Columbus, OH 43230",Columbus,-82.890664,40.039995
Crossing Community Church,"5000 Arlington Centre Blvd Columbus, OH 43220",Columbus,-83.07849949999999,40.0578531
Saint Gobain,"2779 Westbelt Dr Columbus, OH 43228",Columbus,-83.1225102,40.0099856
Christian Community Church North,"5586 Olentangy River Rd Columbus, OH 43235",Columbus,-83.0379205,40.0740764
At The Cross Christian Ministries,"1625 Sandalwood Pl Columbus, OH 43229",Columbus,-82.97437049999999,40.0765883
Saint Anne's Anglican Church,"3857 Alum Creek Dr Columbus, OH 43207",Columbus,-82.93081800000002,39.8900859
Masjid As-Salaamah,"720 Mount Vernon Ave Columbus, OH 43203",Columbus,-82.982664,39.9708662
Baptist Evangelistic Msnry,"1783 Melrose Ave Columbus, OH 43224",Columbus,-82.9638918,40.0233912
Grays Walter L Sr,"1659 Ransburg Ave Columbus, OH 43223",Columbus,-83.04024919999999,39.9366472
The Local Church In Columbus,"80 S 18th St Columbus, OH 43205",Columbus,-82.97611169999999,39.9631309
World Church Of Jesus Christ,"79 E 12th Ave Columbus, OH 43201",Columbus,-83.0050409,39.996445
Church At Northpoint,"1743 E Lakeview Ave Columbus, OH 43224",Columbus,-82.96536189999999,40.0253549
PCM Internation Center,"120 S Napoleon Ave Columbus, OH 43213",Columbus,-82.905219,39.970011
Ching Ter Buddah Temple,"4241 Eastland Square Dr Columbus, OH 43232",Columbus,-82.8810453,39.9133594
Calvary Chapel,"400 W Broad St Columbus, OH 43215",Columbus,-83.0117099,39.96113039999999
Mto Shahmaghsoudi School,"3728 Snouffer Rd Columbus, OH 43235",Columbus,-83.08784899999999,40.1050753
God's Family Palace Inc,"60 S Cypress Ave Columbus, OH 43222",Columbus,-83.0288352,39.9576425
St John AME Church,"411 N Gould Rd Columbus, OH 43209",Columbus,-82.92288529999999,39.9797205
Holy Cross Orthodox Mission,"5277 E Broad St Columbus, OH 43213",Columbus,-82.8600925,39.9765875
The Chuch At Polaris,"382 E Weber Rd Columbus, OH 43202",Columbus,-83.003402,40.024886
Temple Israel,"166 S Kellner Rd Columbus, OH 43209",Columbus,-82.914732,39.9680589
Reverend K L Routt,"3350 Allegheny Ave Columbus, OH 43209",Columbus,-82.9144322,39.9809011
St Timothy Latchkey Program,"169 Fairway Blvd Columbus, OH 43213",Columbus,-82.87471780000001,39.9710907
Saint Anthony Parish,"4020 N Stygler Rd Columbus, OH 43230",Columbus,-82.8884415,40.045711
Solid Rock Church of Christ,"6062 Channingway Blvd Columbus, OH 43232",Columbus,-82.83143299999999,39.9386301
Christian Fellowship Church,"95 W 5th Ave Columbus, OH 43201",Columbus,-83.0080631,39.9869706
Congregation Tifereth Israel,"842 Sullivant Ave Columbus, OH 43223",Columbus,-83.0218616,39.9533719
Triedstone Missionary Baptist Church,"2220 Mcguffey Rd Columbus, OH 43211",Columbus,-82.9813413,40.0107895
North Linden Bapt Church S B C,"636 Trumbull Ct Columbus, OH 43210",Columbus,-83.0273777,40.0143798
Alum Creek Baptist Church,"4005 Ural Ave Columbus, OH 43213",Columbus,-82.892771,39.962424
World Conqueror Through Jesus Christ Church,"355 E Campus View Blvd Ste 110 Columbus, OH 43235",Columbus,-83.0067199,40.1182023
Central Seventh-Day Adventist," Columbus, OH 43220",Columbus,-83.0683519,40.05062789999999
Church of Jesus Christ of Latter-Day Saints,"3231 Briggs Rd Columbus, OH 43204",Columbus,-83.08441499999999,39.931365
Grace Apostolic Church,"2008 Zettler Rd Columbus, OH 43232",Columbus,-82.91193240000001,39.9304025
Macedonian Orthodox Church St Mary,"1954 Indianola Ave Columbus, OH 43201",Columbus,-83.0028371,40.0027157
Jehovah's Witnesses,"2500 Mccutcheon Rd Columbus, OH 43219",Columbus,-82.9201954,40.0343645
EL-SHADDAI PRAISE TABERNACLE,"4241 Eastland Square Dr Columbus, OH 43232",Columbus,-82.8810453,39.9133594
World Mission Society Church Of God,"52 Woodlawn Ave Columbus, OH 43228",Columbus,-83.130358,39.95091499999999
Agora Christian Fellowship,"400 W Broad St Columbus, OH 43215",Columbus,-83.0117099,39.96113039999999
Briggs Road Bapt Church,"3231 Briggs Rd Columbus, OH 43204",Columbus,-83.08441499999999,39.931365
North Columbus Baptist Church,"3728 Snouffer Rd Columbus, OH 43235",Columbus,-83.08784899999999,40.1050753
Stewart Memorial Christian Methodist Episcopal Church,"60 S Cypress Ave Columbus, OH 43222",Columbus,-83.0288352,39.9576425
Shining Light Bible Mission Church,"95 W 5th Ave Columbus, OH 43201",Columbus,-83.0080631,39.9869706
New Horizons Christian Fellowship,"2080 Fairwood Ave Columbus, OH 43207",Columbus,-82.95494479999999,39.9238208
Lord Of Life Fellowship,"411 N Gould Rd Columbus, OH 43209",Columbus,-82.92288529999999,39.9797205
St Therese's Retreat Center,"5277 E Broad St Columbus, OH 43213",Columbus,-82.8600925,39.9765875
Inner City Ministries,"842 Sullivant Ave Columbus, OH 43223",Columbus,-83.0218616,39.9533719
Quaker Meeting North Columbus Friends,"1954 Indianola Ave Columbus, OH 43201",Columbus,-83.0028371,40.0027157
New Haven Church,"2220 Mcguffey Rd Columbus, OH 43211",Columbus,-82.9813413,40.0107895
Evrendilek Faith,"636 Trumbull Ct Columbus, OH 43210",Columbus,-83.0273777,40.0143798
Christ International,"382 E Weber Rd Columbus, OH 43202",Columbus,-83.003402,40.024886
Mikveh,"166 S Kellner Rd Columbus, OH 43209",Columbus,-82.914732,39.9680589
Christ Cathedral Church,"3350 Allegheny Ave Columbus, OH 43209",Columbus,-82.9144322,39.9809011
The Church of Columbus,"2008 Zettler Rd Columbus, OH 43232",Columbus,-82.91193240000001,39.9304025
Lighthouse Of Inspiration,"4005 Ural Ave Columbus, OH 43213",Columbus,-82.892771,39.962424
Life Change By Christ Ethiopian Church,"169 Fairway Blvd Columbus, OH 43213",Columbus,-82.87471780000001,39.9710907
Dublin Powell Church Of Christ,"4020 N Stygler Rd Columbus, OH 43230",Columbus,-82.8884415,40.045711
Grace to Grace International,"6062 Channingway Blvd Columbus, OH 43232",Columbus,-82.83143299999999,39.9386301
Christian Church In Ohio,"355 E Campus View Blvd Ste 110 Columbus, OH 43235",Columbus,-83.0067199,40.1182023
The Church On Lytham," Columbus, OH 43220",Columbus,-83.0683519,40.05062789999999
Central Baptist Church,"1955 Frank Rd Columbus, OH 43223",Columbus,-83.05463759999999,39.919334
Fci Too Child Care Center,"2511 Mock Rd Columbus, OH 43219",Columbus,-82.94265639999999,40.010831
Broad Street Infant And Toddler Center,"760 E Broad St Columbus, OH 43205",Columbus,-82.97946069999999,39.964943
Brio Restaurant Group,Serving the Columbus Area.,Columbus,-82.99977630000001,39.9582182
Maranatha Baptist Church,Serving the Columbus Area.,Columbus,-82.99977630000001,39.9582182
Royal Kingdom Ministries,Serving the Columbus Area.,Columbus,-82.99977630000001,39.9582182
Columbus Center For Spiritual Living,Serving the Columbus Area.,Columbus,-82.99977630000001,39.9582182
Grove City Church of the Nazarene,"4770 Hoover RdGrove City, OH 43123",Columbus,-83.06979249999999,39.8656154
Shepherd Church Of The Nazarene,"425 S Hamilton RdGahanna, OH 43230",Columbus,-82.868381,40.0088321
Grove City Church Of God,"4325 Harrisburg PikeGrove City, OH 43123",Columbus,-83.1041132,39.8713647
Worthington Preschool,"773 High StWorthington, OH 43085",Columbus,-83.0192691,40.0895253
Beautiful Savior Lutheran Church & School,"2213 White RdGrove City, OH 43123",Columbus,-83.0623968,39.8721138
Highland Baptist Church Sbc,"3460 Hoover RdGrove City, OH 43123",Columbus,-83.0683713,39.8928734
Vineyard Christian Fellowship,"3005 Holt RdGrove City, OH 43123",Columbus,-83.1212532,39.8914553
Cornerstone Christian Church,"4900 Big Run South RdGrove City, OH 43123",Columbus,-83.12426300000001,39.893125
Faith Believing Word Church,"4087 BroadwayGrove City, OH 43123",Columbus,-83.0947654,39.8811263
Obetz Christian Church,"4501 Groveport RdObetz, OH 43207",Columbus,-82.9476827,39.876189
Alkire Road Church Of Christ,"2779 Alkire RdGrove City, OH 43123",Columbus,-83.07648019999999,39.9158605
Obetz Church Of The Nazarene,"1729 Hillcrest AveObetz, OH 43207",Columbus,-82.9545811,39.8777257
Life Vineyard Church,"81 Mill St Ste 210Gahanna, OH 43230",Columbus,-82.88029739999999,40.0199944
Grove City Christian Church,"2735 Columbus StGrove City, OH 43123",Columbus,-83.0758999,39.8806784
Madison Christian Church,"3575 Bixby RdGroveport, OH 43125",Columbus,-82.90917890000001,39.8690235
Trinity United Methodist Church,"4850 Haughn RdGrove City, OH 43123",Columbus,-83.0855852,39.8653819
Community Of Christ Church,"1255 Stringtown RdGrove City, OH 43123",Columbus,-83.031626,39.875287
Grove City United Methodist Church,"2684 Columbus StGrove City, OH 43123",Columbus,-83.074642,39.8816427
